Messung;Jahr;Monat;Tag;Longitude;Latitud;Height;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;Distanz_Nachbar;Distanz_Runsum;Height_GIS1
268;2024;12;12;7.43717;46.95168;572.6;11;55;35;SENSORDATA;1.58;70.65;1.68;71.96;1.4;70.06;1.22;71.7;0;36.22839256;561.5200195
269;2024;12;12;7.43717;46.95168;572.6;11;55;36;SENSORDATA;1.61;70.65;1.71;71.89;1.34;70.03;1.22;71.74;0;36.22839256;561.5200195
270;2024;12;12;7.43717;46.95168;572.6;11;55;38;SENSORDATA;1.61;70.61;1.72;71.92;1.36;70.05;1.24;71.77;0;36.22839256;561.5200195
271;2024;12;12;7.43717;46.95168;572.6;11;55;39;SENSORDATA;1.57;70.58;1.72;71.91;1.36;70.05;1.19;71.77;0;36.22839256;561.5200195
272;2024;12;12;7.43717;46.95168;572.6;11;55;40;SENSORDATA;1.59;70.49;1.71;71.88;1.37;70.08;1.24;71.78;0;36.22839256;561.5200195
273;2024;12;12;7.43717;46.95168;572.6;11;55;41;SENSORDATA;1.58;70.5;1.7;71.89;1.4;70.1;1.21;71.84;0;36.22839256;561.5200195
274;2024;12;12;7.43717;46.95168;572.7;11;55;42;SENSORDATA;1.54;70.53;1.72;71.84;1.41;70.04;1.25;71.81;0;36.22839256;561.5200195
275;2024;12;12;7.43717;46.95168;572.7;11;55;44;SENSORDATA;1.54;70.35;1.67;71.82;1.34;70.06;1.22;71.82;0;36.22839256;561.5200195
276;2024;12;12;7.43718;46.95168;572.7;11;55;45;SENSORDATA;1.61;70.27;1.72;71.67;1.36;70.09;1.19;71.87;0.761153009;36.98954557;561.5599976
277;2024;12;12;7.43718;46.95168;572.7;11;55;46;SENSORDATA;1.59;70.13;1.65;71.57;1.37;70.07;1.22;71.85;0;36.98954557;561.5599976
278;2024;12;12;7.43718;46.95168;572.7;11;55;47;SENSORDATA;1.58;70.12;1.72;71.52;1.39;70.08;1.18;71.82;0;36.98954557;561.5599976
279;2024;12;12;7.43718;46.95168;572.7;11;55;48;SENSORDATA;1.57;70.03;1.67;71.45;1.33;70.07;1.22;71.85;0;36.98954557;561.5599976
280;2024;12;12;7.43718;46.95168;572.7;11;55;50;SENSORDATA;1.52;69.88;1.68;71.36;1.37;70.01;1.21;71.9;0;36.98954557;561.5599976
281;2024;12;12;7.43718;46.95168;572.7;11;55;51;SENSORDATA;1.55;69.86;1.68;71.31;1.39;70.1;1.19;71.85;0;36.98954557;561.5599976
282;2024;12;12;7.43718;46.95168;572.7;11;55;52;SENSORDATA;1.61;69.78;1.74;71.29;1.43;70.07;1.19;71.89;0;36.98954557;561.5599976
283;2024;12;12;7.43718;46.95168;572.7;11;55;53;SENSORDATA;1.58;69.69;1.67;71.19;1.41;70.09;1.22;71.87;0;36.98954557;561.5599976
284;2024;12;12;7.43718;46.95168;572.7;11;55;55;SENSORDATA;1.57;69.68;1.65;71.2;1.33;70.07;1.21;71.8;0;36.98954557;561.5599976
285;2024;12;12;7.43718;46.95168;572.7;11;55;56;SENSORDATA;1.54;69.59;1.64;71.08;1.36;70.03;1.17;71.84;0;36.98954557;561.5599976
286;2024;12;12;7.43718;46.95168;572.5;11;55;57;SENSORDATA;1.55;69.52;1.68;71.14;1.37;70.08;1.24;71.78;0;36.98954557;561.5599976
287;2024;12;12;7.43718;46.95168;572.4;11;55;58;SENSORDATA;1.58;69.51;1.67;71.09;1.37;70.06;1.25;71.8;0;36.98954557;561.5599976
288;2024;12;12;7.43718;46.95168;572.4;11;55;59;SENSORDATA;1.63;69.46;1.71;71.04;1.36;70.02;1.22;71.74;0;36.98954557;561.5599976
289;2024;12;12;7.43718;46.95168;572.4;11;56;1;SENSORDATA;1.59;69.44;1.72;71.07;1.36;70.04;1.21;71.64;0;36.98954557;561.5599976
290;2024;12;12;7.43719;46.95168;572.3;11;56;2;SENSORDATA;1.55;69.38;1.75;71.13;1.37;70.03;1.21;71.71;0.761153009;37.75069858;561.5800171
291;2024;12;12;7.4372;46.95168;572.1;11;56;3;SENSORDATA;1.57;69.46;1.64;71.2;1.37;70.02;1.24;71.71;0.761153009;38.51185159;561.5900269
292;2024;12;12;7.43721;46.95168;572.1;11;56;4;SENSORDATA;1.52;69.56;1.68;71.14;1.37;70.03;1.25;71.67;0.761153009;39.2730046;561.6300049
293;2024;12;12;7.43723;46.95168;571.2;11;56;5;SENSORDATA;1.57;69.49;1.68;71.17;1.32;70.07;1.22;71.64;1.522306018;40.79531061;561.6400146
294;2024;12;12;7.43724;46.95168;570.6;11;56;7;SENSORDATA;1.61;69.5;1.68;71.12;1.39;70.04;1.21;71.72;0.761153009;41.55646362;561.6599731
295;2024;12;12;7.43725;46.95167;570.2;11;56;8;SENSORDATA;1.57;69.45;1.67;71.19;1.37;69.98;1.21;71.72;1.347201537;42.90366516;561.6599731
296;2024;12;12;7.43726;46.95167;569.8;11;56;9;SENSORDATA;1.54;69.45;1.67;71.14;1.33;69.95;1.25;71.64;0.761153151;43.66481831;561.7000122
297;2024;12;12;7.43727;46.95167;569.7;11;56;10;SENSORDATA;1.54;69.43;1.7;71.12;1.36;69.94;1.25;71.67;0.761153151;44.42597146;561.7000122
298;2024;12;12;7.43729;46.95167;569.5;11;56;12;SENSORDATA;1.52;69.45;1.7;71.12;1.37;69.94;1.22;71.68;1.522306302;45.94827776;561.7399902
299;2024;12;12;7.4373;46.95167;569.7;11;56;13;SENSORDATA;1.58;69.45;1.67;71.07;1.29;69.91;1.27;71.59;0.761153151;46.70943091;561.7299805
300;2024;12;12;7.43731;46.95167;569.9;11;56;14;SENSORDATA;1.61;69.45;1.67;71.11;1.39;69.97;1.19;71.66;0.761153151;47.47058406;561.7299805
301;2024;12;12;7.43731;46.95167;569.9;11;56;15;SENSORDATA;1.59;69.55;1.67;71.14;1.34;69.89;1.24;71.65;0;47.47058406;561.7299805
302;2024;12;12;7.43731;46.95167;569.9;11;56;16;SENSORDATA;1.55;69.52;1.67;71.14;1.37;69.95;1.19;71.64;0;47.47058406;561.7299805
303;2024;12;12;7.43731;46.95167;569.9;11;56;18;SENSORDATA;1.58;69.61;1.68;71.3;1.34;69.99;1.24;71.63;0;47.47058406;561.7299805
304;2024;12;12;7.43732;46.95167;569.9;11;56;19;SENSORDATA;1.58;69.68;1.68;71.33;1.34;70.1;1.17;71.65;0.761153151;48.23173721;561.75
305;2024;12;12;7.43732;46.95167;569.9;11;56;20;SENSORDATA;1.57;69.71;1.68;71.4;1.37;70.11;1.24;71.67;0;48.23173721;561.75
306;2024;12;12;7.43732;46.95167;569.9;11;56;21;SENSORDATA;1.55;69.7;1.67;71.41;1.34;70.2;1.22;71.73;0;48.23173721;561.75
307;2024;12;12;7.43732;46.95168;569.5;11;56;22;SENSORDATA;1.55;69.74;1.72;71.52;1.36;70.28;1.17;71.8;1.111574545;49.34331176;561.75
308;2024;12;12;7.43731;46.95169;569.6;11;56;24;SENSORDATA;1.58;69.8;1.71;71.54;1.36;70.36;1.22;71.85;1.347201458;50.69051322;561.75
309;2024;12;12;7.4373;46.95169;569.7;11;56;25;SENSORDATA;1.59;69.76;1.67;71.51;1.32;70.42;1.19;71.91;0.761152867;51.45166608;561.7700195
310;2024;12;12;7.43729;46.9517;569.7;11;56;26;SENSORDATA;1.55;69.82;1.68;71.6;1.34;70.5;1.19;71.99;1.34720138;52.79886747;561.7800293
311;2024;12;12;7.43728;46.9517;569.8;11;56;27;SENSORDATA;1.57;69.79;1.68;71.57;1.34;70.59;1.21;72.05;0.761152725;53.56002019;561.7999878
312;2024;12;12;7.43726;46.95172;569.5;11;56;29;SENSORDATA;1.55;69.8;1.65;71.55;1.34;70.63;1.18;72.04;2.694402523;56.25442271;561.6099854
313;2024;12;12;7.43725;46.95172;569.1;11;56;30;SENSORDATA;1.58;69.81;1.67;71.58;1.33;70.68;1.19;72.01;0.761152442;57.01557516;561.6099854
314;2024;12;12;7.43724;46.95173;568.8;11;56;31;SENSORDATA;1.55;69.84;1.62;71.6;1.34;70.73;1.21;72.06;1.347201145;58.3627763;561.5800171
315;2024;12;12;7.43724;46.95173;568.4;11;56;32;SENSORDATA;1.59;69.81;1.68;71.64;1.36;70.81;1.21;72.09;0;58.3627763;561.5800171
316;2024;12;12;7.43723;46.95174;568.1;11;56;33;SENSORDATA;1.59;69.92;1.68;71.58;1.37;70.87;1.18;72.17;1.347201066;59.70997737;561.5700073
317;2024;12;12;7.43721;46.95175;567.2;11;56;35;SENSORDATA;1.55;69.85;1.7;71.61;1.3;70.95;1.18;72.19;1.884942439;61.5949198;561.5
318;2024;12;12;7.4372;46.95176;567;11;56;36;SENSORDATA;1.54;69.8;1.61;71.58;1.4;70.89;1.22;72.2;1.347200908;62.94212071;561.5599976
319;2024;12;12;7.43719;46.95177;566.8;11;56;37;SENSORDATA;1.55;69.81;1.67;71.56;1.34;70.97;1.15;72.25;1.34720083;64.28932154;561.5999756
320;2024;12;12;7.43718;46.95177;566.6;11;56;38;SENSORDATA;1.54;69.74;1.65;71.55;1.36;71.02;1.18;72.24;0.761151733;65.05047328;561.5300293
321;2024;12;12;7.43717;46.95178;566.2;11;56;39;SENSORDATA;1.54;69.75;1.68;71.46;1.29;71.02;1.19;72.29;1.347200751;66.39767403;561.5200195
322;2024;12;12;7.43716;46.95179;565.6;11;56;41;SENSORDATA;1.54;69.71;1.67;71.53;1.3;70.97;1.18;72.34;1.347200674;67.7448747;561.4400024
323;2024;12;12;7.43715;46.9518;565.8;11;56;42;SENSORDATA;1.55;69.75;1.64;71.5;1.36;71.01;1.19;72.4;1.347200595;69.0920753;561.4000244
324;2024;12;12;7.43714;46.9518;565.8;11;56;43;SENSORDATA;1.55;69.65;1.68;71.47;1.33;71.08;1.24;72.46;0.761151308;69.8532266;561.4699707
325;2024;12;12;7.43713;46.95181;565.9;11;56;44;SENSORDATA;1.54;69.69;1.67;71.55;1.34;71.09;1.22;72.53;1.347200516;71.20042712;561.4400024
326;2024;12;12;7.43711;46.95182;565.8;11;56;46;SENSORDATA;1.52;69.63;1.67;71.51;1.32;71.15;1.17;72.56;1.884940844;73.08536796;561.25
327;2024;12;12;7.4371;46.95182;565.7;11;56;47;SENSORDATA;1.54;69.72;1.64;71.53;1.32;71.15;1.21;72.54;0.761151024;73.84651899;561.25
328;2024;12;12;7.43709;46.95183;565.7;11;56;48;SENSORDATA;1.57;69.67;1.61;71.52;1.33;71.16;1.15;72.57;1.347200359;75.19371935;561.3200073
329;2024;12;12;7.43708;46.95183;565.8;11;56;49;SENSORDATA;1.52;69.62;1.62;71.5;1.36;71.13;1.22;72.65;0.761150882;75.95487023;561.2800293
330;2024;12;12;7.43707;46.95183;566;11;56;50;SENSORDATA;1.57;69.65;1.67;71.49;1.3;71.12;1.14;72.59;0.761150882;76.71602111;561.2700195
331;2024;12;12;7.43706;46.95185;566;11;56;52;SENSORDATA;1.55;69.6;1.6;71.47;1.32;71.09;1.19;72.57;2.349838848;79.06585996;561.2299805
332;2024;12;12;7.43705;46.95185;566;11;56;53;SENSORDATA;1.49;69.54;1.62;71.44;1.29;71.13;1.14;72.58;0.761150599;79.82701056;561.2399902
333;2024;12;12;7.43704;46.95186;566;11;56;54;SENSORDATA;1.54;69.55;1.58;71.42;1.32;71.06;1.14;72.61;1.347200124;81.17421068;561.2800293
334;2024;12;12;7.43703;46.95186;566;11;56;55;SENSORDATA;1.51;69.51;1.61;71.42;1.32;71.12;1.17;72.56;0.761150457;81.93536114;561.25
335;2024;12;12;7.43702;46.95187;566;11;56;56;SENSORDATA;1.52;69.49;1.58;71.4;1.27;71.13;1.17;72.54;1.347200045;83.28256118;561.1500244
336;2024;12;12;7.43701;46.95188;566.1;11;56;58;SENSORDATA;1.51;69.46;1.61;71.4;1.29;71.08;1.18;72.6;1.347199967;84.62976115;561.1400146
337;2024;12;12;7.437;46.95189;566.1;11;56;59;SENSORDATA;1.47;69.49;1.64;71.36;1.3;71.1;1.18;72.53;1.347199888;85.97696104;561.1199951
338;2024;12;12;7.437;46.9519;566.3;11;57;0;SENSORDATA;1.48;69.46;1.6;71.36;1.3;71;1.17;72.55;1.111574587;87.08853563;561.0800171
339;2024;12;12;7.43699;46.9519;566.4;11;57;1;SENSORDATA;1.47;69.5;1.58;71.34;1.29;70.95;1.15;72.52;0.76114989;87.84968552;561.0999756
340;2024;12;12;7.43698;46.95191;566.4;11;57;3;SENSORDATA;1.47;69.42;1.58;71.35;1.34;70.93;1.12;72.48;1.34719973;89.19688525;561.039978
341;2024;12;12;7.43697;46.95192;566.3;11;57;4;SENSORDATA;1.52;69.39;1.58;71.3;1.27;70.96;1.15;72.41;1.347199653;90.5440849;560.9500122
342;2024;12;12;7.43696;46.95192;566.2;11;57;5;SENSORDATA;1.49;69.42;1.61;71.29;1.29;70.89;1.14;72.48;0.761149606;91.3052345;560.960022
343;2024;12;12;7.43696;46.95193;566.2;11;57;6;SENSORDATA;1.45;69.4;1.58;71.26;1.24;70.95;1.12;72.44;1.111574593;92.4168091;560.8900146
344;2024;12;12;7.43695;46.95193;566.2;11;57;7;SENSORDATA;1.48;69.44;1.61;71.31;1.27;70.88;1.12;72.44;0.761149465;93.17795856;560.9699707
345;2024;12;12;7.43693;46.95195;566.1;11;57;9;SENSORDATA;1.49;69.37;1.6;71.24;1.29;70.86;1.17;72.51;2.694398913;95.87235748;560.8499756
346;2024;12;12;7.43692;46.95195;566;11;57;10;SENSORDATA;1.52;69.33;1.55;71.28;1.32;70.9;1.11;72.53;0.761149181;96.63350666;560.8499756
347;2024;12;12;7.43692;46.95196;565.7;11;57;11;SENSORDATA;1.49;69.44;1.58;71.26;1.29;70.96;1.18;72.54;1.1115746;97.74508126;560.7999878
348;2024;12;12;7.43691;46.95196;565.4;11;57;12;SENSORDATA;1.48;69.38;1.57;71.3;1.3;71.02;1.17;72.66;0.761149039;98.5062303;560.7600098
349;2024;12;12;7.4369;46.95197;565.2;11;57;13;SENSORDATA;1.49;69.46;1.54;71.34;1.29;71.07;1.15;72.69;1.34719926;99.85342956;560.7999878
350;2024;12;12;7.43688;46.95199;565.4;11;57;15;SENSORDATA;1.45;69.5;1.58;71.38;1.29;71.16;1.19;72.84;2.694398284;102.5478278;560.7399902
351;2024;12;12;7.43687;46.95199;565.3;11;57;16;SENSORDATA;1.49;69.57;1.6;71.43;1.27;71.24;1.15;72.82;0.761148614;103.3089765;560.7000122
352;2024;12;12;7.43686;46.952;565.3;11;57;17;SENSORDATA;1.47;69.58;1.55;71.41;1.29;71.2;1.18;72.86;1.347199025;104.6561755;560.7199707
353;2024;12;12;7.43684;46.95201;565.1;11;57;18;SENSORDATA;1.45;69.65;1.55;71.45;1.26;71.21;1.15;72.88;1.884936516;106.541112;560.7000122
354;2024;12;12;7.43683;46.95201;565;11;57;20;SENSORDATA;1.48;69.55;1.57;71.41;1.29;71.15;1.18;72.88;0.76114833;107.3022603;560.6599731
355;2024;12;12;7.43681;46.95203;564.4;11;57;21;SENSORDATA;1.49;69.52;1.6;71.4;1.27;71.19;1.18;72.89;2.694397656;109.996658;560.6099854
356;2024;12;12;7.4368;46.95203;564.1;11;57;22;SENSORDATA;1.44;69.54;1.57;71.37;1.29;71.17;1.18;72.83;0.761148047;110.757806;560.5999756
357;2024;12;12;7.43679;46.95204;563.6;11;57;23;SENSORDATA;1.49;69.47;1.58;71.37;1.29;71.16;1.18;72.8;1.347198711;112.1050047;560.5800171
358;2024;12;12;7.43678;46.95204;563.3;11;57;24;SENSORDATA;1.45;69.51;1.54;71.31;1.3;71.09;1.15;72.78;0.761147905;112.8661526;560.539978
359;2024;12;12;7.43677;46.95205;563;11;57;26;SENSORDATA;1.42;69.49;1.6;71.31;1.29;71.11;1.15;72.77;1.347198632;114.2133513;560.5499878
360;2024;12;12;7.43675;46.95207;562.7;11;57;27;SENSORDATA;1.49;69.42;1.6;71.24;1.27;71.06;1.17;72.78;2.694397028;116.9077483;560.4500122
361;2024;12;12;7.43674;46.95207;562.8;11;57;28;SENSORDATA;1.41;69.44;1.55;71.24;1.29;71.18;1.12;72.82;0.76114748;117.6688958;560.4899902
362;2024;12;12;7.43673;46.95208;562.7;11;57;29;SENSORDATA;1.44;69.42;1.57;71.24;1.3;71.16;1.18;72.83;1.347198396;119.0160942;560.539978
363;2024;12;12;7.43672;46.95209;562.6;11;57;30;SENSORDATA;1.45;69.46;1.57;71.29;1.32;71.27;1.17;72.92;1.347198319;120.3632925;560.5300293
364;2024;12;12;7.43669;46.9521;562.3;11;57;32;SENSORDATA;1.44;69.5;1.55;71.38;1.3;71.34;1.18;72.94;2.539626483;122.902919;560.4500122
365;2024;12;12;7.43668;46.95211;562.2;11;57;33;SENSORDATA;1.41;69.56;1.55;71.44;1.26;71.35;1.14;72.93;1.34719816;124.2501171;560.4099731
366;2024;12;12;7.43667;46.95211;562.1;11;57;34;SENSORDATA;1.44;69.64;1.54;71.44;1.32;71.36;1.11;72.82;0.761146913;125.0112641;560.4099731
367;2024;12;12;7.43666;46.95212;562.1;11;57;35;SENSORDATA;1.41;69.69;1.55;71.44;1.29;71.31;1.11;72.82;1.347198082;126.3584621;560.460022
368;2024;12;12;7.43665;46.95212;562;11;57;37;SENSORDATA;1.48;69.67;1.54;71.49;1.24;71.26;1.14;72.82;0.761146771;127.1196089;560.4099731
369;2024;12;12;7.43663;46.95214;561.3;11;57;38;SENSORDATA;1.44;69.63;1.53;71.45;1.26;71.24;1.12;72.76;2.69439593;129.8140048;560.3900146
370;2024;12;12;7.43662;46.95214;560.9;11;57;39;SENSORDATA;1.41;69.57;1.53;71.42;1.26;71.2;1.14;72.68;0.761146487;130.5751513;560.3699951
371;2024;12;12;7.43661;46.95215;560.1;11;57;40;SENSORDATA;1.49;69.64;1.54;71.36;1.27;71.12;1.17;72.66;1.347197847;131.9223492;560.3800049
372;2024;12;12;7.43661;46.95215;559.3;11;57;41;SENSORDATA;1.45;69.56;1.51;71.41;1.2;71.07;1.11;72.65;0;131.9223492;560.3800049
373;2024;12;12;7.43659;46.95216;558.8;11;57;43;SENSORDATA;1.44;69.51;1.57;71.34;1.23;71.05;1.11;72.59;1.884933097;133.8072823;560.3499756
374;2024;12;12;7.43657;46.95217;558.1;11;57;44;SENSORDATA;1.39;69.5;1.5;71.35;1.22;71.03;1.14;72.61;1.88493287;135.6922151;560.3300171
375;2024;12;12;7.43656;46.95217;557.8;11;57;45;SENSORDATA;1.42;69.48;1.57;71.26;1.23;71.07;1.14;72.61;0.761146062;136.4533612;560.2800293
376;2024;12;12;7.43655;46.95218;557.7;11;57;46;SENSORDATA;1.47;69.42;1.51;71.24;1.24;70.98;1.09;72.57;1.347197611;137.8005588;560.2700195
377;2024;12;12;7.43653;46.95219;557.7;11;57;47;SENSORDATA;1.45;69.48;1.51;71.24;1.23;70.95;1.11;72.54;1.884932414;139.6854912;560.2399902
378;2024;12;12;7.43651;46.9522;557.7;11;57;49;SENSORDATA;1.39;69.5;1.53;71.35;1.24;70.94;1.11;72.47;1.884932186;141.5704234;560.1900024
379;2024;12;12;7.4365;46.95221;558.2;11;57;50;SENSORDATA;1.39;69.52;1.53;71.25;1.26;70.96;1.12;72.55;1.347197376;142.9176208;560.1900024
380;2024;12;12;7.43649;46.95222;558.3;11;57;51;SENSORDATA;1.41;69.57;1.51;71.34;1.18;70.87;1.17;72.44;1.347197298;144.2648181;560.1799927
381;2024;12;12;7.43648;46.95222;558.3;11;57;52;SENSORDATA;1.42;69.65;1.5;71.27;1.23;70.93;1.11;72.46;0.761145353;145.0259634;560.1900024
382;2024;12;12;7.43648;46.95222;558.3;11;57;54;SENSORDATA;1.39;69.73;1.51;71.34;1.26;70.89;1.11;72.42;0;145.0259634;560.1900024
383;2024;12;12;7.43644;46.95224;557.5;11;57;55;SENSORDATA;1.44;69.73;1.47;71.34;1.29;70.92;1.09;72.39;3.769862778;148.7958262;560.1199951
384;2024;12;12;7.43643;46.95224;557.3;11;57;56;SENSORDATA;1.41;69.72;1.53;71.39;1.24;70.89;1.07;72.41;0.76114507;149.5569713;560.1599731
385;2024;12;12;7.43641;46.95225;557.1;11;57;57;SENSORDATA;1.39;69.78;1.49;71.32;1.24;70.9;1.11;72.42;1.884931046;151.4419023;560.1099854
386;2024;12;12;7.4364;46.95225;557;11;57;58;SENSORDATA;1.42;69.81;1.49;71.39;1.23;70.84;1.11;72.51;0.761144928;152.2030473;560.1199951
387;2024;12;12;7.43639;46.95226;556.8;11;58;0;SENSORDATA;1.41;69.82;1.47;71.33;1.26;70.89;1.14;72.56;1.347196984;153.5502442;560.1099854
388;2024;12;12;7.43637;46.95227;556.5;11;58;1;SENSORDATA;1.45;69.78;1.44;71.32;1.27;70.89;1.09;72.55;1.88493059;155.4351748;560.0800171
389;2024;12;12;7.43635;46.95227;556.5;11;58;2;SENSORDATA;1.42;69.82;1.5;71.43;1.26;70.89;1.11;72.56;1.522289288;156.9574641;560.2299805
390;2024;12;12;7.43634;46.95228;556.6;11;58;3;SENSORDATA;1.37;69.81;1.47;71.36;1.24;70.95;1.09;72.6;1.347196827;158.304661;560.1300049
391;2024;12;12;7.43633;46.95229;556.6;11;58;4;SENSORDATA;1.41;69.82;1.44;71.39;1.24;70.96;1.11;72.58;1.347196746;159.6518577;560.0599976
392;2024;12;12;7.43631;46.9523;556.6;11;58;6;SENSORDATA;1.39;69.77;1.46;71.36;1.27;70.97;1.12;72.64;1.884929908;161.5367876;560.0100098
393;2024;12;12;7.43629;46.95231;556.5;11;58;7;SENSORDATA;1.39;69.75;1.46;71.42;1.22;70.98;1.17;72.62;1.88492968;163.4217173;560.0499878
