Messung;Jahr;Monat;Tag;Longitude;Latitud;Height;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;Distanz_Nachbar;Distanz_Runsum;Height_GIS1
394;2024;12;12;7.43627;46.95231;556.5;11;58;8;SENSORDATA;1.39;69.72;1.44;71.44;1.26;70.99;1.12;72.62;1.522288154;164.9440054;560.0300293
395;2024;12;12;7.43626;46.95232;556.6;11;58;9;SENSORDATA;1.41;69.75;1.44;71.33;1.23;70.98;1.11;72.63;1.347196513;166.291202;559.9799805
396;2024;12;12;7.43625;46.95233;556.7;11;58;11;SENSORDATA;1.41;69.73;1.49;71.42;1.24;70.95;1.08;72.6;1.347196435;167.6383984;559.9500122
397;2024;12;12;7.43625;46.95234;556.9;11;58;12;SENSORDATA;1.39;69.7;1.47;71.43;1.22;70.96;1.14;72.66;1.111574673;168.7499731;559.9000244
398;2024;12;12;7.43624;46.95235;557.4;11;58;13;SENSORDATA;1.34;69.67;1.47;71.4;1.22;70.9;1.09;72.59;1.347196279;170.0971693;559.8800049
399;2024;12;12;7.43623;46.95237;557.8;11;58;14;SENSORDATA;1.39;69.65;1.47;71.35;1.22;70.98;1.09;72.61;2.34983665;172.447006;559.8800049
400;2024;12;12;7.43623;46.95237;557.8;11;58;15;SENSORDATA;1.35;69.61;1.44;71.37;1.24;71.02;1.09;72.59;0;172.447006;559.8800049
401;2024;12;12;7.43623;46.95237;557.8;11;58;17;SENSORDATA;1.38;69.66;1.5;71.43;1.23;70.93;1.08;72.58;0;172.447006;559.8800049
402;2024;12;12;7.43622;46.95237;557.2;11;58;18;SENSORDATA;1.35;69.56;1.47;71.41;1.22;70.9;1.12;72.54;0.761143227;173.2081492;559.8499756
403;2024;12;12;7.43621;46.95238;556.4;11;58;19;SENSORDATA;1.41;69.61;1.49;71.4;1.22;70.92;1.15;72.55;1.347196041;174.5553453;559.8800049
404;2024;12;12;7.4362;46.95238;555.8;11;58;20;SENSORDATA;1.39;69.66;1.47;71.31;1.2;70.92;1.08;72.54;0.761143085;175.3164883;559.8300171
405;2024;12;12;7.43619;46.95238;554.8;11;58;21;SENSORDATA;1.37;69.54;1.46;71.33;1.2;70.87;1.09;72.52;0.761143085;176.0776314;559.8300171
406;2024;12;12;7.43618;46.95239;554.2;11;58;23;SENSORDATA;1.37;69.59;1.46;71.33;1.26;70.9;1.12;72.53;1.347195964;177.4248274;559.8099976
407;2024;12;12;7.43616;46.9524;552.8;11;58;24;SENSORDATA;1.37;69.58;1.47;71.31;1.26;70.91;1.12;72.53;1.884927629;179.309755;559.789978
408;2024;12;12;7.43615;46.9524;552.3;11;58;25;SENSORDATA;1.37;69.56;1.46;71.38;1.2;70.87;1.07;72.55;0.761142801;180.0708978;559.7700195
409;2024;12;12;7.43614;46.95241;551.4;11;58;26;SENSORDATA;1.37;69.52;1.44;71.34;1.2;70.89;1.12;72.54;1.347195806;181.4180936;559.7700195
410;2024;12;12;7.43612;46.95241;550.9;11;58;28;SENSORDATA;1.35;69.56;1.47;71.37;1.22;70.91;1.12;72.53;1.522285319;182.9403789;559.7600098
411;2024;12;12;7.43611;46.95242;550.5;11;58;29;SENSORDATA;1.34;69.62;1.44;71.35;1.24;70.93;1.07;72.57;1.347195726;184.2875747;559.7399902
412;2024;12;12;7.43608;46.95242;549.9;11;58;30;SENSORDATA;1.41;69.58;1.49;71.37;1.2;70.97;1.07;72.45;2.283427553;186.5710022;559.7999878
413;2024;12;12;7.43607;46.95243;549;11;58;31;SENSORDATA;1.34;69.6;1.47;71.32;1.24;70.96;1.09;72.46;1.347195648;187.9181979;559.7199707
414;2024;12;12;7.43606;46.95243;548.3;11;58;32;SENSORDATA;1.37;69.54;1.47;71.4;1.23;70.88;1.12;72.48;0.761142376;188.6793402;559.75
415;2024;12;12;7.43605;46.95243;547.7;11;58;34;SENSORDATA;1.35;69.63;1.47;71.45;1.26;70.89;1.04;72.42;0.761142376;189.4404826;559.7700195
416;2024;12;12;7.43602;46.95244;547.4;11;58;35;SENSORDATA;1.39;69.57;1.47;71.38;1.2;70.84;1.04;72.47;2.53961351;191.9800961;559.8800049
417;2024;12;12;7.43601;46.95245;546.8;11;58;36;SENSORDATA;1.35;69.55;1.47;71.41;1.19;70.88;1.14;72.43;1.347195492;193.3272916;559.9699707
418;2024;12;12;7.436;46.95246;546.6;11;58;37;SENSORDATA;1.38;69.65;1.42;71.38;1.2;70.9;1.09;72.42;1.347195413;194.674487;559.8900146
419;2024;12;12;7.43599;46.95246;546.4;11;58;38;SENSORDATA;1.31;69.6;1.49;71.42;1.2;70.82;1.11;72.33;0.76114195;195.435629;559.9299927
420;2024;12;12;7.43598;46.95247;546.3;11;58;40;SENSORDATA;1.37;69.59;1.49;71.37;1.19;70.78;1.04;72.45;1.347195335;196.7828243;559.9099731
421;2024;12;12;7.43596;46.95248;545.7;11;58;41;SENSORDATA;1.38;69.55;1.43;71.39;1.22;70.83;1.07;72.34;1.884925806;198.6677501;559.8200073
422;2024;12;12;7.43595;46.95248;545.1;11;58;42;SENSORDATA;1.34;69.5;1.43;71.4;1.2;70.77;1.08;72.4;0.761141667;199.4288918;559.8300171
423;2024;12;12;7.43594;46.95249;545;11;58;43;SENSORDATA;1.35;69.6;1.44;71.35;1.22;70.8;1.11;72.39;1.347195178;200.776087;559.8200073
424;2024;12;12;7.43593;46.95249;544.5;11;58;45;SENSORDATA;1.32;69.51;1.49;71.38;1.23;70.85;1;72.39;0.761141525;201.5372285;559.8099976
425;2024;12;12;7.43591;46.95249;544.1;11;58;46;SENSORDATA;1.34;69.54;1.42;71.38;1.23;70.86;1.07;72.44;1.52228305;203.0595115;559.8800049
426;2024;12;12;7.43589;46.9525;544.9;11;58;47;SENSORDATA;1.38;69.48;1.44;71.35;1.26;70.87;1.05;72.38;1.88492535;204.9444369;559.8599854
427;2024;12;12;7.43588;46.9525;544.9;11;58;48;SENSORDATA;1.39;69.48;1.46;71.37;1.26;70.87;1.09;72.49;0.761141383;205.7055783;559.8099976
428;2024;12;12;7.43587;46.9525;544.7;11;58;49;SENSORDATA;1.34;69.48;1.42;71.4;1.22;70.89;1.11;72.43;0.761141383;206.4667197;559.8499756
429;2024;12;12;7.43586;46.95251;544.7;11;58;51;SENSORDATA;1.38;69.53;1.47;71.4;1.23;70.88;1.05;72.47;1.347195021;207.8139147;559.8499756
430;2024;12;12;7.43584;46.95251;544.7;11;58;52;SENSORDATA;1.35;69.53;1.44;71.43;1.22;70.9;1.04;72.38;1.522282483;209.3361972;559.9000244
431;2024;12;12;7.43582;46.95252;544.9;11;58;53;SENSORDATA;1.38;69.52;1.44;71.42;1.22;70.87;1.08;72.49;1.884924895;211.2211221;559.8599854
432;2024;12;12;7.43581;46.95252;545;11;58;54;SENSORDATA;1.3;69.52;1.46;71.46;1.19;70.88;1.09;72.44;0.7611411;211.9822632;559.8599854
433;2024;12;12;7.4358;46.95253;545.1;11;58;55;SENSORDATA;1.35;69.59;1.46;71.4;1.2;70.88;1.09;72.48;1.347194864;213.329458;559.8300171
434;2024;12;12;7.43579;46.95253;544.9;11;58;57;SENSORDATA;1.34;69.56;1.46;71.37;1.22;70.83;1.09;72.44;0.761140958;214.090599;559.8300171
435;2024;12;12;7.43576;46.95253;544.1;11;58;58;SENSORDATA;1.34;69.54;1.44;71.43;1.22;70.88;1.05;72.38;2.283422874;216.3740219;559.8499756
436;2024;12;12;7.43574;46.95253;543.3;11;58;59;SENSORDATA;1.37;69.59;1.44;71.42;1.22;70.86;1.08;72.45;1.522281916;217.8963038;559.789978
437;2024;12;12;7.43572;46.95253;542.7;11;59;0;SENSORDATA;1.41;69.54;1.4;71.35;1.22;70.81;1.05;72.37;1.522281916;219.4185857;559.7700195
438;2024;12;12;7.43571;46.95253;542;11;59;2;SENSORDATA;1.35;69.52;1.44;71.42;1.2;70.76;1.09;72.38;0.761140958;220.1797267;559.7600098
439;2024;12;12;7.4357;46.95253;542.3;11;59;3;SENSORDATA;1.39;69.52;1.44;71.43;1.24;70.8;1.07;72.43;0.761140958;220.9408676;559.7600098
440;2024;12;12;7.43569;46.95253;542.9;11;59;4;SENSORDATA;1.37;69.53;1.49;71.48;1.27;70.77;1.05;72.39;0.761140958;221.7020086;559.75
441;2024;12;12;7.43568;46.95253;542.2;11;59;5;SENSORDATA;1.35;69.48;1.43;71.48;1.22;70.8;1.05;72.39;0.761140958;222.4631495;559.75
442;2024;12;12;7.43567;46.95253;541.9;11;59;6;SENSORDATA;1.34;69.53;1.44;71.41;1.23;70.79;1.12;72.41;0.761140958;223.2242905;559.75
443;2024;12;12;7.43566;46.95254;541.4;11;59;8;SENSORDATA;1.37;69.5;1.43;71.46;1.2;70.82;1.09;72.41;1.347194785;224.5714853;559.7199707
444;2024;12;12;7.43565;46.95254;541.5;11;59;9;SENSORDATA;1.39;69.5;1.46;71.49;1.2;70.82;1.07;72.42;0.761140816;225.3326261;559.7199707
445;2024;12;12;7.43563;46.95254;542.1;11;59;10;SENSORDATA;1.38;69.51;1.42;71.46;1.24;70.82;1.11;72.46;1.522281633;226.8549077;559.7199707
446;2024;12;12;7.43562;46.95254;542.7;11;59;11;SENSORDATA;1.39;69.59;1.43;71.48;1.23;70.87;1.09;72.47;0.761140816;227.6160485;559.7199707
447;2024;12;12;7.4356;46.95254;543.1;11;59;12;SENSORDATA;1.38;69.52;1.44;71.45;1.24;70.89;1.14;72.49;1.522281633;229.1383302;559.7399902
448;2024;12;12;7.43559;46.95253;543.5;11;59;14;SENSORDATA;1.34;69.57;1.46;71.49;1.32;70.93;1.14;72.49;1.347194785;230.4855249;559.7299805
449;2024;12;12;7.43557;46.95253;543.7;11;59;15;SENSORDATA;1.34;69.61;1.43;71.5;1.23;70.86;1.12;72.47;1.522281916;232.0078069;559.7399902
450;2024;12;12;7.43556;46.95252;544.3;11;59;16;SENSORDATA;1.38;69.56;1.44;71.49;1.26;70.86;1.12;72.44;1.347194865;233.3550017;559.7399902
451;2024;12;12;7.43555;46.95253;544.6;11;59;17;SENSORDATA;1.37;69.63;1.46;71.54;1.27;70.86;1.11;72.48;1.347194864;234.7021966;559.7600098
452;2024;12;12;7.43554;46.95253;545;11;59;19;SENSORDATA;1.41;69.62;1.47;71.49;1.32;70.88;1.08;72.41;0.761140958;235.4633376;559.7600098
453;2024;12;12;7.43554;46.95253;545.4;11;59;20;SENSORDATA;1.38;69.55;1.42;71.49;1.23;70.78;1.09;72.38;0;235.4633376;559.7600098
454;2024;12;12;7.43552;46.95253;545.8;11;59;21;SENSORDATA;1.32;69.53;1.49;71.52;1.3;70.79;1.11;72.44;1.522281916;236.9856195;559.75
455;2024;12;12;7.43551;46.95253;546.1;11;59;22;SENSORDATA;1.41;69.55;1.46;71.51;1.26;70.73;1.08;72.44;0.761140958;237.7467604;559.7600098
456;2024;12;12;7.4355;46.95253;546.3;11;59;23;SENSORDATA;1.38;69.48;1.46;71.42;1.3;70.73;1.09;72.38;0.761140958;238.5079014;559.7600098
457;2024;12;12;7.43549;46.95252;546.4;11;59;25;SENSORDATA;1.38;69.45;1.43;71.45;1.27;70.71;1.12;72.36;1.347194865;239.8550962;559.6900024
458;2024;12;12;7.43547;46.95252;546.4;11;59;26;SENSORDATA;1.38;69.48;1.43;71.43;1.23;70.66;1.09;72.42;1.5222822;241.3773784;559.3599854
459;2024;12;12;7.43545;46.95251;546.1;11;59;27;SENSORDATA;1.39;69.47;1.46;71.39;1.24;70.71;1.08;72.38;1.884924895;243.2623033;559.289978
460;2024;12;12;7.43544;46.9525;546;11;59;28;SENSORDATA;1.37;69.46;1.44;71.37;1.22;70.66;1.09;72.4;1.347195021;244.6094984;559.3200073
461;2024;12;12;7.43543;46.9525;545.9;11;59;29;SENSORDATA;1.35;69.45;1.43;71.41;1.23;70.61;1.12;72.36;0.761141383;245.3706397;559.3099976
462;2024;12;12;7.43541;46.95249;546;11;59;31;SENSORDATA;1.39;69.39;1.39;71.38;1.24;70.66;1.12;72.34;1.88492535;247.2555651;559.4299927
463;2024;12;12;7.43541;46.95249;546.2;11;59;32;SENSORDATA;1.35;69.48;1.46;71.39;1.29;70.68;1.09;72.37;0;247.2555651;559.4299927
464;2024;12;12;7.43538;46.95247;546.4;11;59;33;SENSORDATA;1.32;69.47;1.43;71.38;1.2;70.65;1.11;72.41;3.186914339;250.4424794;559.4500122
465;2024;12;12;7.43537;46.95246;546.7;11;59;34;SENSORDATA;1.39;69.52;1.46;71.39;1.26;70.66;1.12;72.43;1.347195335;251.7896748;559.4699707
466;2024;12;12;7.43536;46.95245;546.9;11;59;36;SENSORDATA;1.37;69.41;1.43;71.48;1.23;70.67;1.08;72.45;1.347195413;253.1368702;559.4299927
467;2024;12;12;7.43534;46.95244;547.1;11;59;37;SENSORDATA;1.41;69.55;1.46;71.38;1.27;70.7;1.09;72.41;1.884926489;255.0217967;559.3900146
468;2024;12;12;7.43533;46.95243;547.2;11;59;38;SENSORDATA;1.39;69.46;1.46;71.36;1.2;70.63;1.11;72.37;1.347195572;256.3689922;559.3800049
469;2024;12;12;7.43531;46.95241;547.2;11;59;39;SENSORDATA;1.37;69.47;1.47;71.4;1.18;70.61;1.09;72.37;2.694391377;259.0633836;559.3400269
470;2024;12;12;7.43529;46.9524;547.3;11;59;40;SENSORDATA;1.37;69.46;1.46;71.45;1.22;70.66;1.12;72.36;1.884927401;260.948311;559.4500122
471;2024;12;12;7.43528;46.95239;547.3;11;59;42;SENSORDATA;1.38;69.51;1.34;71.37;1.22;70.66;1.12;72.35;1.347195884;262.2955069;559.5100098
472;2024;12;12;7.43527;46.95238;547.3;11;59;43;SENSORDATA;1.35;69.52;1.42;71.38;1.2;70.63;1.11;72.33;1.347195964;263.6427029;559.5200195
473;2024;12;12;7.43526;46.95238;547.5;11;59;44;SENSORDATA;1.35;69.47;1.44;71.43;1.19;70.66;1.12;72.29;0.761143085;264.403846;559.6500244
474;2024;12;12;7.43525;46.95237;547.7;11;59;45;SENSORDATA;1.34;69.49;1.43;71.41;1.16;70.65;1.08;72.34;1.347196042;265.751042;559.6099854
475;2024;12;12;7.43524;46.95237;547.9;11;59;46;SENSORDATA;1.35;69.42;1.42;71.36;1.22;70.68;1.08;72.35;0.761143226;266.5121852;559.6099854
476;2024;12;12;7.43523;46.95236;547.7;11;59;48;SENSORDATA;1.38;69.48;1.39;71.39;1.24;70.7;1.11;72.32;1.34719612;267.8593813;559.5499878
477;2024;12;12;7.43523;46.95235;547.5;11;59;49;SENSORDATA;1.35;69.44;1.36;71.34;1.2;70.67;1.08;72.32;1.111574677;268.970956;559.5900269
478;2024;12;12;7.43521;46.95233;547.5;11;59;50;SENSORDATA;1.37;69.44;1.36;71.34;1.27;70.69;1.15;72.38;2.694392633;271.6653487;559.5100098
479;2024;12;12;7.4352;46.95232;547.6;11;59;51;SENSORDATA;1.38;69.39;1.39;71.33;1.23;70.71;1.15;72.32;1.347196435;273.0125451;559.5
480;2024;12;12;7.4352;46.95231;547.7;11;59;53;SENSORDATA;1.35;69.41;1.39;71.36;1.2;70.63;1.11;72.38;1.111574669;274.1241198;559.5300293
481;2024;12;12;7.43519;46.9523;547.9;11;59;54;SENSORDATA;1.32;69.34;1.4;71.36;1.29;70.7;1.09;72.36;1.347196591;275.4713163;559.4799805
482;2024;12;12;7.43518;46.95229;548.1;11;59;55;SENSORDATA;1.32;69.33;1.39;71.35;1.2;70.63;1.11;72.36;1.347196671;276.818513;559.460022
483;2024;12;12;7.43517;46.95227;548.6;11;59;56;SENSORDATA;1.39;69.33;1.44;71.34;1.22;70.66;1.14;72.33;2.349836988;279.16835;559.5900269
484;2024;12;12;7.43516;46.95226;548.4;11;59;57;SENSORDATA;1.35;69.32;1.46;71.35;1.23;70.69;1.09;72.35;1.347196904;280.5155469;559.5999756
485;2024;12;12;7.43515;46.95225;548.2;11;59;59;SENSORDATA;1.38;69.32;1.42;71.34;1.19;70.64;1.11;72.37;1.347196984;281.8627439;559.5999756
486;2024;12;12;7.43515;46.95224;548.1;12;0;0;SENSORDATA;1.39;69.28;1.39;71.33;1.23;70.68;1.08;72.35;1.111574655;282.9743186;559.6199951
487;2024;12;12;7.43515;46.95223;547.7;12;0;1;SENSORDATA;1.35;69.25;1.4;71.27;1.23;70.66;1.17;72.34;1.111574654;284.0858932;559.6400146
488;2024;12;12;7.43514;46.95223;548.2;12;0;2;SENSORDATA;1.35;69.28;1.4;71.31;1.29;70.67;1.14;72.34;0.761145211;284.8470384;559.6300049
489;2024;12;12;7.43514;46.95223;548.3;12;0;3;SENSORDATA;1.39;69.29;1.39;71.27;1.27;70.71;1.11;72.37;0;284.8470384;559.6300049
490;2024;12;12;7.43514;46.95222;548.6;12;0;5;SENSORDATA;1.37;69.33;1.37;71.34;1.26;70.68;1.15;72.44;1.111574652;285.9586131;559.6599731
491;2024;12;12;7.43513;46.95221;548.7;12;0;6;SENSORDATA;1.34;69.34;1.43;71.34;1.23;70.76;1.12;72.44;1.347197298;287.3058104;559.6500244
492;2024;12;12;7.43512;46.95219;549;12;0;7;SENSORDATA;1.42;69.53;1.43;71.46;1.23;70.82;1.17;72.43;2.349837326;289.6556477;559.6799927
493;2024;12;12;7.43511;46.95218;549.3;12;0;8;SENSORDATA;1.35;69.58;1.44;71.5;1.33;70.89;1.12;72.49;1.347197533;291.0028452;559.6799927
494;2024;12;12;7.4351;46.95217;549.5;12;0;10;SENSORDATA;1.34;69.69;1.43;71.58;1.26;70.92;1.14;72.53;1.347197611;292.3500428;559.6699829
495;2024;12;12;7.43509;46.95217;549.5;12;0;11;SENSORDATA;1.35;69.71;1.49;71.61;1.26;71;1.18;72.59;0.761146062;293.1111889;559.6500244
496;2024;12;12;7.43509;46.95216;549.8;12;0;12;SENSORDATA;1.39;69.81;1.4;71.71;1.3;71.03;1.22;72.61;1.11157464;294.2227635;559.6500244
497;2024;12;12;7.43508;46.95214;550.5;12;0;13;SENSORDATA;1.44;69.86;1.43;71.77;1.3;71.1;1.19;72.67;2.349837538;296.5726011;559.6400146
498;2024;12;12;7.43507;46.95214;550.6;12;0;14;SENSORDATA;1.35;69.94;1.46;71.82;1.32;71.18;1.19;72.7;0.761146487;297.3337476;559.6199951
499;2024;12;12;7.43507;46.95213;550.7;12;0;16;SENSORDATA;1.39;69.99;1.43;71.83;1.3;71.18;1.19;72.75;1.111574635;298.4453222;559.6199951
500;2024;12;12;7.43507;46.95213;550.9;12;0;17;SENSORDATA;1.37;70;1.46;71.91;1.26;71.21;1.19;72.76;0;298.4453222;559.6199951
501;2024;12;12;7.43506;46.95212;551.1;12;0;18;SENSORDATA;1.39;70.01;1.43;71.93;1.3;71.24;1.19;72.74;1.347198003;299.7925202;559.6099854
502;2024;12;12;7.43505;46.9521;551.5;12;0;19;SENSORDATA;1.42;70.1;1.46;72.06;1.26;71.15;1.19;72.65;2.349837705;302.1423579;559.6099854
503;2024;12;12;7.43505;46.95209;551.7;12;0;20;SENSORDATA;1.37;70.12;1.46;72.01;1.27;71.13;1.21;72.61;1.111574627;303.2539325;559.6199951
504;2024;12;12;7.43504;46.95208;552.1;12;0;22;SENSORDATA;1.42;70.08;1.47;72.06;1.29;71.13;1.18;72.63;1.347198318;304.6011309;559.7000122
505;2024;12;12;7.43504;46.95207;552.4;12;0;23;SENSORDATA;1.35;70.05;1.46;72.03;1.29;71.04;1.19;72.63;1.111574622;305.7127055;559.7299805
506;2024;12;12;7.43504;46.95206;552.4;12;0;24;SENSORDATA;1.39;69.99;1.49;72;1.3;71.09;1.22;72.64;1.11157462;306.8242801;559.7399902
507;2024;12;12;7.43503;46.95203;552.4;12;0;25;SENSORDATA;1.39;69.97;1.43;72.05;1.3;71.09;1.17;72.64;3.420486689;310.2447668;559.8300171
508;2024;12;12;7.43504;46.95203;552.5;12;0;27;SENSORDATA;1.42;69.92;1.4;71.92;1.3;71.01;1.17;72.59;0.761148047;311.0059148;559.8499756
509;2024;12;12;7.43504;46.95202;552.8;12;0;28;SENSORDATA;1.44;69.98;1.4;71.9;1.27;70.96;1.17;72.53;1.111574613;312.1174894;559.8800049
510;2024;12;12;7.43505;46.95201;553.2;12;0;29;SENSORDATA;1.38;69.91;1.44;71.87;1.3;71.02;1.12;72.48;1.347198867;313.4646883;559.9199829
511;2024;12;12;7.43506;46.95201;554.2;12;0;30;SENSORDATA;1.42;69.85;1.46;71.86;1.23;70.93;1.12;72.47;0.76114833;314.2258366;559.960022
512;2024;12;12;7.43506;46.95201;554.6;12;0;31;SENSORDATA;1.35;69.79;1.42;71.82;1.26;70.88;1.18;72.45;0;314.2258366;559.960022
513;2024;12;12;7.43507;46.95201;555.3;12;0;33;SENSORDATA;1.39;69.87;1.47;71.78;1.26;70.92;1.15;72.41;0.76114833;314.986985;559.9400024
514;2024;12;12;7.43509;46.952;555.8;12;0;34;SENSORDATA;1.39;69.8;1.43;71.82;1.24;70.8;1.14;72.32;1.884936516;316.8719215;559.8499756
515;2024;12;12;7.4351;46.95199;556.4;12;0;35;SENSORDATA;1.38;69.71;1.4;71.71;1.27;70.84;1.15;72.34;1.347199024;318.2191205;559.7600098
516;2024;12;12;7.43511;46.95198;557.3;12;0;36;SENSORDATA;1.39;69.7;1.47;71.73;1.24;70.83;1.18;72.39;1.347199103;319.5663196;559.710022
517;2024;12;12;7.43512;46.95198;557.6;12;0;37;SENSORDATA;1.35;69.68;1.43;71.73;1.26;70.82;1.14;72.36;0.761148756;320.3274684;559.7800293
518;2024;12;12;7.43512;46.95198;557.9;12;0;39;SENSORDATA;1.41;69.72;1.46;71.65;1.23;70.83;1.17;72.33;0;320.3274684;559.7800293
