Messung;Jahr;Monat;Tag;Longitude;Latitud;Height;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;Distanz_Nachbar;Distanz_Runsum;Height_GIS1
519;2024;12;12;7.43514;46.95197;557.6;12;0;40;SENSORDATA;1.38;69.68;1.42;71.67;1.27;70.75;1.12;72.35;1.884937199;322.2124056;559.8400269
520;2024;12;12;7.43515;46.95197;557.7;12;0;41;SENSORDATA;1.37;69.63;1.43;71.64;1.23;70.77;1.08;72.27;0.761148898;322.9735545;559.8599854
521;2024;12;12;7.43516;46.95196;558.3;12;0;42;SENSORDATA;1.37;69.59;1.43;71.67;1.26;70.8;1.09;72.28;1.34719926;324.3207537;559.8300171
522;2024;12;12;7.43517;46.95196;558.5;12;0;44;SENSORDATA;1.39;69.57;1.42;71.64;1.23;70.82;1.08;72.3;0.761149039;325.0819028;559.8099976
523;2024;12;12;7.43519;46.95195;558.5;12;0;45;SENSORDATA;1.37;69.54;1.42;71.56;1.24;70.76;1.17;72.32;1.884937655;326.9668404;559.8099976
524;2024;12;12;7.43519;46.95195;558.7;12;0;46;SENSORDATA;1.38;69.57;1.43;71.58;1.23;70.8;1.12;72.26;0;326.9668404;559.8099976
525;2024;12;12;7.4352;46.95195;558.9;12;0;47;SENSORDATA;1.37;69.59;1.39;71.51;1.2;70.75;1.12;72.3;0.761149181;327.7279896;559.8499756
526;2024;12;12;7.43522;46.95194;559.6;12;0;48;SENSORDATA;1.35;69.55;1.37;71.54;1.26;70.8;1.15;72.32;1.884937883;329.6129275;559.8599854
527;2024;12;12;7.43524;46.95194;560.2;12;0;50;SENSORDATA;1.35;69.56;1.4;71.52;1.22;70.8;1.09;72.34;1.522298646;331.1352261;559.8499756
528;2024;12;12;7.43526;46.95193;560.6;12;0;51;SENSORDATA;1.37;69.54;1.42;71.58;1.2;70.82;1.15;72.33;1.88493811;333.0201642;559.8800049
529;2024;12;12;7.43528;46.95192;560.8;12;0;52;SENSORDATA;1.37;69.58;1.39;71.51;1.27;70.83;1.15;72.31;1.884938338;334.9051026;559.9899902
530;2024;12;12;7.43532;46.95191;560.9;12;0;53;SENSORDATA;1.37;69.54;1.37;71.55;1.19;70.84;1.08;72.35;3.241169445;338.146272;559.9899902
531;2024;12;12;7.43533;46.95191;561.2;12;0;55;SENSORDATA;1.37;69.63;1.4;71.55;1.23;70.84;1.12;72.34;0.761149748;338.9074218;560.0100098
532;2024;12;12;7.43533;46.95191;561.4;12;0;56;SENSORDATA;1.34;69.59;1.44;71.57;1.26;70.86;1.11;72.34;0;338.9074218;560.0100098
533;2024;12;12;7.43534;46.9519;561.7;12;0;57;SENSORDATA;1.37;69.54;1.43;71.59;1.2;70.83;1.15;72.35;1.34719973;340.2546215;559.9699707
534;2024;12;12;7.43536;46.9519;561.6;12;0;58;SENSORDATA;1.39;69.58;1.44;71.58;1.2;70.82;1.11;72.35;1.52229978;341.7769213;560
535;2024;12;12;7.4354;46.95189;561.4;12;0;59;SENSORDATA;1.32;69.52;1.4;71.56;1.2;70.84;1.09;72.38;3.241170508;345.0180918;559.9899902
536;2024;12;12;7.43543;46.95189;561.3;12;1;1;SENSORDATA;1.35;69.46;1.43;71.58;1.22;70.85;1.12;72.34;2.283450095;347.3015419;560.0599976
537;2024;12;12;7.43546;46.95188;561.3;12;1;2;SENSORDATA;1.37;69.53;1.39;71.61;1.23;70.82;1.12;72.36;2.539634495;349.8411764;560.0499878
538;2024;12;12;7.43548;46.95188;561.4;12;1;3;SENSORDATA;1.3;69.56;1.37;71.63;1.19;70.81;1.14;72.41;1.522300347;351.3634767;560.0499878
539;2024;12;12;7.43551;46.95187;561.6;12;1;4;SENSORDATA;1.35;69.58;1.4;71.53;1.22;70.88;1.15;72.4;2.539634877;353.9031116;560.0499878
540;2024;12;12;7.43556;46.95186;562;12;1;5;SENSORDATA;1.38;69.51;1.37;71.52;1.19;70.88;1.18;72.39;3.96476302;357.8678746;560.0700073
541;2024;12;12;7.43559;46.95186;562.2;12;1;7;SENSORDATA;1.38;69.53;1.43;71.58;1.24;70.88;1.15;72.41;2.283451371;360.151326;560.0900269
542;2024;12;12;7.43561;46.95186;562.3;12;1;8;SENSORDATA;1.37;69.45;1.4;71.59;1.22;70.88;1.14;72.39;1.522300914;361.6736269;560.0700073
543;2024;12;12;7.43564;46.95186;562.8;12;1;9;SENSORDATA;1.38;69.5;1.39;71.61;1.23;70.88;1.11;72.41;2.283451371;363.9570783;560.0999756
544;2024;12;12;7.43569;46.95186;563.3;12;1;10;SENSORDATA;1.34;69.58;1.39;71.6;1.22;70.95;1.12;72.44;3.805752285;367.7628306;560.1400146
545;2024;12;12;7.43573;46.95185;564.3;12;1;12;SENSORDATA;1.35;69.58;1.37;71.64;1.23;70.92;1.09;72.38;3.241172637;371.0040032;560.1500244
546;2024;12;12;7.43575;46.95184;564.6;12;1;13;SENSORDATA;1.38;69.64;1.4;71.56;1.23;70.91;1.17;72.43;1.884940161;372.8889434;560.1300049
547;2024;12;12;7.43578;46.95183;564.7;12;1;14;SENSORDATA;1.35;69.59;1.39;71.65;1.2;70.96;1.17;72.5;2.539636403;375.4285798;560.1799927
548;2024;12;12;7.4358;46.95183;564.8;12;1;15;SENSORDATA;1.35;69.59;1.43;71.6;1.19;70.98;1.18;72.47;1.522301765;376.9508815;560.1900024
549;2024;12;12;7.43584;46.95181;564.8;12;1;16;SENSORDATA;1.37;69.66;1.46;71.68;1.27;71.04;1.14;72.49;3.769881462;380.720763;560.1099854
550;2024;12;12;7.43586;46.95181;564.9;12;1;18;SENSORDATA;1.34;69.64;1.39;71.73;1.23;71.03;1.14;72.59;1.522302332;382.2430653;560.0999756
551;2024;12;12;7.43588;46.9518;564.9;12;1;19;SENSORDATA;1.37;69.79;1.36;71.75;1.23;71.05;1.14;72.59;1.884941073;384.1280064;560.1900024
552;2024;12;12;7.4359;46.95179;565.1;12;1;20;SENSORDATA;1.37;69.79;1.42;71.81;1.24;71.08;1.15;72.63;1.884941301;386.0129477;560.2399902
553;2024;12;12;7.43592;46.95179;565.3;12;1;21;SENSORDATA;1.32;69.74;1.43;71.78;1.26;71.13;1.11;72.59;1.522302899;387.5352506;560.3099976
554;2024;12;12;7.43597;46.95178;565.7;12;1;22;SENSORDATA;1.35;69.8;1.43;71.81;1.23;71.08;1.17;72.6;3.96476846;391.5000191;560.289978
555;2024;12;12;7.43599;46.95178;565.8;12;1;24;SENSORDATA;1.35;69.79;1.42;71.79;1.24;71.05;1.15;72.57;1.522303183;393.0223222;560.3099976
556;2024;12;12;7.43601;46.95177;566.1;12;1;25;SENSORDATA;1.32;69.79;1.36;71.79;1.29;71.08;1.14;72.59;1.884941755;394.907264;560.4400024
557;2024;12;12;7.43603;46.95177;566.4;12;1;26;SENSORDATA;1.35;69.87;1.34;71.75;1.24;71.07;1.15;72.61;1.522303466;396.4295675;560.4199829
558;2024;12;12;7.43605;46.95177;566.6;12;1;27;SENSORDATA;1.34;69.82;1.47;71.85;1.26;71.1;1.15;72.59;1.522303466;397.9518709;560.4000244
559;2024;12;12;7.43609;46.95176;566.8;12;1;29;SENSORDATA;1.37;69.8;1.37;71.81;1.23;71.1;1.12;72.59;3.241177425;401.1930484;560.4400024
560;2024;12;12;7.4361;46.95176;566.8;12;1;30;SENSORDATA;1.39;69.86;1.4;71.8;1.23;71.09;1.18;72.6;0.761151875;401.9542002;560.4299927
561;2024;12;12;7.43612;46.95176;566.9;12;1;31;SENSORDATA;1.35;69.83;1.37;71.84;1.23;71.13;1.14;72.63;1.52230375;403.476504;560.4799805
562;2024;12;12;7.43614;46.95176;566.9;12;1;32;SENSORDATA;1.35;69.79;1.34;71.88;1.22;71.11;1.15;72.58;1.52230375;404.9988077;560.4799805
563;2024;12;12;7.43617;46.95176;566.8;12;1;33;SENSORDATA;1.34;69.88;1.42;71.83;1.29;71.23;1.15;72.65;2.283455624;407.2822634;560.4299927
564;2024;12;12;7.43619;46.95175;566.8;12;1;35;SENSORDATA;1.35;69.83;1.42;71.91;1.23;71.18;1.14;72.61;1.884942212;409.1672056;560.4799805
565;2024;12;12;7.4362;46.95175;566.6;12;1;36;SENSORDATA;1.32;69.8;1.37;71.84;1.24;71.23;1.15;72.62;0.761152017;409.9283576;560.4799805
566;2024;12;12;7.43622;46.95175;566.5;12;1;37;SENSORDATA;1.34;69.84;1.39;71.87;1.26;71.21;1.17;72.64;1.522304033;411.4506616;560.5
567;2024;12;12;7.43624;46.95175;566.3;12;1;38;SENSORDATA;1.32;69.76;1.4;71.92;1.22;71.18;1.17;72.55;1.522304033;412.9729656;560.5300293
568;2024;12;12;7.43627;46.95174;566.3;12;1;39;SENSORDATA;1.32;69.8;1.37;71.89;1.24;71.19;1.15;72.52;2.539639837;415.5126055;560.710022
569;2024;12;12;7.43628;46.95174;566.8;12;1;41;SENSORDATA;1.35;69.83;1.39;71.9;1.23;71.18;1.15;72.49;0.761152158;416.2737576;560.710022
570;2024;12;12;7.4363;46.95174;566.8;12;1;42;SENSORDATA;1.35;69.83;1.44;71.89;1.2;71.17;1.12;72.52;1.522304317;417.796062;560.7299805
571;2024;12;12;7.43632;46.95173;566.8;12;1;43;SENSORDATA;1.28;69.73;1.4;71.81;1.24;71.11;1.17;72.47;1.884942668;419.6810046;560.9099731
572;2024;12;12;7.43633;46.95173;566.8;12;1;44;SENSORDATA;1.35;69.77;1.36;71.82;1.23;71.13;1.14;72.55;0.7611523;420.4421569;560.9099731
573;2024;12;12;7.43636;46.95173;566.8;12;1;46;SENSORDATA;1.37;69.78;1.42;71.82;1.24;71.17;1.14;72.47;2.2834569;422.7256138;560.9000244
574;2024;12;12;7.43638;46.95173;566.8;12;1;47;SENSORDATA;1.32;69.72;1.33;71.79;1.27;71.16;1.17;72.49;1.5223046;424.2479184;560.8300171
575;2024;12;12;7.43639;46.95172;566.4;12;1;48;SENSORDATA;1.34;69.74;1.39;71.81;1.24;71.08;1.15;72.5;1.347201144;425.5951196;560.9699707
576;2024;12;12;7.4364;46.95171;566.3;12;1;49;SENSORDATA;1.28;69.72;1.37;71.82;1.26;71.13;1.15;72.55;1.347201222;426.9423208;561.0999756
577;2024;12;12;7.43641;46.95171;566.3;12;1;50;SENSORDATA;1.39;69.69;1.42;71.78;1.23;71.08;1.17;72.48;0.761152584;427.7034734;561.0700073
578;2024;12;12;7.43645;46.95171;566.3;12;1;52;SENSORDATA;1.34;69.71;1.39;71.82;1.23;71.1;1.14;72.49;3.044610335;430.7480837;560.9799805
579;2024;12;12;7.43646;46.95171;566.3;12;1;53;SENSORDATA;1.34;69.79;1.37;71.84;1.27;71.11;1.14;72.49;0.761152584;431.5092363;560.9500122
580;2024;12;12;7.43647;46.9517;566.2;12;1;54;SENSORDATA;1.41;69.78;1.42;71.89;1.24;71.19;1.17;72.62;1.3472013;432.8564376;561.0300293
581;2024;12;12;7.43649;46.9517;566;12;1;55;SENSORDATA;1.34;69.77;1.4;71.85;1.22;71.19;1.15;72.61;1.522305451;434.378743;561.0499878
582;2024;12;12;7.4365;46.9517;566;12;1;56;SENSORDATA;1.32;69.75;1.39;71.87;1.23;71.18;1.15;72.63;0.761152725;435.1398958;561.0499878
583;2024;12;12;7.43653;46.9517;566.1;12;1;58;SENSORDATA;1.34;69.76;1.42;71.92;1.26;71.21;1.15;72.65;2.283458177;437.423354;561.0700073
584;2024;12;12;7.43654;46.9517;566.2;12;1;59;SENSORDATA;1.32;69.79;1.42;71.85;1.29;71.24;1.14;72.72;0.761152725;438.1845067;561.0700073
585;2024;12;12;7.43655;46.9517;566.1;12;2;0;SENSORDATA;1.38;69.82;1.4;71.91;1.26;71.28;1.19;72.73;0.761152726;438.9456594;561.0599976
586;2024;12;12;7.43657;46.9517;566.1;12;2;1;SENSORDATA;1.35;69.81;1.4;71.92;1.29;71.25;1.18;72.74;1.522305451;440.4679649;561.0700073
587;2024;12;12;7.4366;46.9517;566.2;12;2;3;SENSORDATA;1.38;69.85;1.39;71.94;1.26;71.31;1.18;72.76;2.283458177;442.751423;561.0200195
588;2024;12;12;7.43662;46.95169;566.2;12;2;4;SENSORDATA;1.35;69.87;1.44;71.98;1.27;71.29;1.19;72.86;1.884943579;444.6363666;561.0599976
589;2024;12;12;7.43663;46.95169;566.3;12;2;5;SENSORDATA;1.37;69.86;1.4;71.95;1.26;71.32;1.17;72.86;0.761152867;445.3975195;561.039978
590;2024;12;12;7.43665;46.95169;566.4;12;2;6;SENSORDATA;1.34;69.88;1.39;71.96;1.32;71.36;1.18;72.9;1.522305735;446.9198252;561.0499878
591;2024;12;12;7.43667;46.9517;566.5;12;2;7;SENSORDATA;1.37;69.93;1.44;72.04;1.27;71.38;1.17;72.92;1.884943579;448.8047688;561.0100098
592;2024;12;12;7.4367;46.9517;566.7;12;2;9;SENSORDATA;1.35;69.98;1.42;72.02;1.26;71.41;1.22;73.01;2.283458176;451.088227;560.9699707
593;2024;12;12;7.43672;46.9517;566.9;12;2;10;SENSORDATA;1.37;69.96;1.42;72.07;1.29;71.42;1.19;72.99;1.522305451;452.6105324;561.0300293
594;2024;12;12;7.43673;46.9517;567.1;12;2;11;SENSORDATA;1.39;70.09;1.42;72.15;1.29;71.46;1.18;73.02;0.761152725;453.3716851;560.9899902
595;2024;12;12;7.43675;46.95169;567.3;12;2;12;SENSORDATA;1.37;70.14;1.42;72.19;1.27;71.5;1.17;73;1.884943579;455.2566287;561.0300293
596;2024;12;12;7.43676;46.95169;567.5;12;2;13;SENSORDATA;1.35;70.23;1.4;72.28;1.27;71.53;1.19;73.02;0.761152867;456.0177816;561.0700073
597;2024;12;12;7.4368;46.9517;568;12;2;15;SENSORDATA;1.34;70.23;1.42;72.32;1.3;71.56;1.18;73.06;3.24118115;459.2589627;561.0800171
598;2024;12;12;7.43681;46.9517;568.1;12;2;16;SENSORDATA;1.34;70.27;1.39;72.35;1.26;71.58;1.17;73.02;0.761152726;460.0201155;561.0800171
599;2024;12;12;7.43683;46.95169;568.1;12;2;17;SENSORDATA;1.38;70.29;1.37;72.4;1.32;71.64;1.19;72.93;1.884943579;461.905059;561.1400146
600;2024;12;12;7.43684;46.95169;568;12;2;18;SENSORDATA;1.39;70.34;1.4;72.39;1.29;71.53;1.19;72.98;0.761152867;462.6662119;561.1199951
601;2024;12;12;7.43687;46.95169;567.9;12;2;20;SENSORDATA;1.35;70.39;1.44;72.4;1.23;71.49;1.18;72.91;2.283458602;464.9496705;561.1300049
602;2024;12;12;7.43689;46.95169;568.1;12;2;21;SENSORDATA;1.31;70.38;1.4;72.4;1.22;71.54;1.24;72.93;1.522305735;466.4719762;561.1500244
603;2024;12;12;7.43691;46.95169;568.1;12;2;22;SENSORDATA;1.38;70.39;1.4;72.42;1.33;71.57;1.24;72.93;1.522305735;467.994282;561.1500244
604;2024;12;12;7.43693;46.95168;568;12;2;23;SENSORDATA;1.34;70.32;1.39;72.48;1.29;71.51;1.21;72.92;1.884943806;469.8792258;561.210022
605;2024;12;12;7.43694;46.95168;568.1;12;2;24;SENSORDATA;1.32;70.33;1.36;72.45;1.32;71.52;1.17;72.9;0.761153009;470.6403788;561.2199707
606;2024;12;12;7.43698;46.95168;568.1;12;2;26;SENSORDATA;1.34;70.35;1.4;72.48;1.3;71.54;1.22;72.99;3.044612036;473.6849908;561.2800293
607;2024;12;12;7.43699;46.95168;568.2;12;2;27;SENSORDATA;1.37;70.39;1.43;72.43;1.29;71.57;1.19;72.96;0.761153009;474.4461438;561.2999878
608;2024;12;12;7.43701;46.95168;568.3;12;2;28;SENSORDATA;1.39;70.49;1.44;72.56;1.32;71.62;1.18;72.8;1.522306018;475.9684499;561.3200073
609;2024;12;12;7.43702;46.95167;568.4;12;2;29;SENSORDATA;1.34;70.45;1.47;72.63;1.3;71.66;1.18;72.86;1.347201537;477.3156514;561.3300171
610;2024;12;12;7.43704;46.95167;568.5;12;2;30;SENSORDATA;1.37;70.53;1.42;72.73;1.33;71.74;1.22;72.9;1.522306302;478.8379577;561.3599854
611;2024;12;12;7.43707;46.95167;568.7;12;2;32;SENSORDATA;1.37;70.69;1.46;72.78;1.3;71.76;1.27;72.91;2.283459452;481.1214171;561.4199829
612;2024;12;12;7.43708;46.95167;568.8;12;2;33;SENSORDATA;1.37;70.69;1.43;72.86;1.32;71.84;1.21;72.92;0.761153151;481.8825703;561.4400024
613;2024;12;12;7.4371;46.95167;568.9;12;2;34;SENSORDATA;1.37;70.73;1.46;72.85;1.27;71.79;1.15;72.95;1.522306302;483.4048766;561.4699707
614;2024;12;12;7.43711;46.95167;569;12;2;35;SENSORDATA;1.39;70.82;1.43;72.95;1.29;71.85;1.22;72.92;0.761153151;484.1660298;561.5
615;2024;12;12;7.43711;46.95167;569;12;2;37;SENSORDATA;1.37;70.78;1.39;72.88;1.32;71.85;1.15;72.88;0;484.1660298;561.5
616;2024;12;12;7.43711;46.95167;569;12;2;38;SENSORDATA;1.38;70.73;1.43;72.93;1.32;71.73;1.18;72.93;0;484.1660298;561.5
617;2024;12;12;7.43711;46.95167;569;12;2;39;SENSORDATA;1.44;70.84;1.44;72.94;1.3;71.76;1.24;72.86;0;484.1660298;561.5
618;2024;12;12;7.43711;46.95167;569;12;2;40;SENSORDATA;1.39;70.75;1.39;72.88;1.3;71.69;1.19;72.78;0;484.1660298;561.5
619;2024;12;12;7.43711;46.95166;569;12;2;41;SENSORDATA;1.37;70.79;1.39;72.89;1.33;71.6;1.18;72.68;1.111574543;485.2776043;561.5300293
620;2024;12;12;7.43711;46.95166;569;12;2;43;SENSORDATA;1.42;70.75;1.46;72.9;1.3;71.57;1.19;72.64;0;485.2776043;561.5300293
621;2024;12;12;7.43711;46.95166;569;12;2;44;SENSORDATA;1.37;70.75;1.43;72.86;1.26;71.44;1.19;72.52;0;485.2776043;561.5300293
622;2024;12;12;7.43711;46.95166;569;12;2;45;SENSORDATA;1.42;70.67;1.43;72.79;1.3;71.45;1.19;72.48;0;485.2776043;561.5300293
623;2024;12;12;7.43711;46.95166;569;12;2;46;SENSORDATA;1.41;70.58;1.4;72.83;1.32;71.4;1.18;72.49;0;485.2776043;561.5300293
624;2024;12;12;7.43711;46.95166;568.9;12;2;47;SENSORDATA;1.41;70.51;1.46;72.73;1.3;71.32;1.21;72.42;0;485.2776043;561.5300293
625;2024;12;12;7.43711;46.95166;568.9;12;2;49;SENSORDATA;1.39;70.54;1.44;72.75;1.3;71.27;1.21;72.43;0;485.2776043;561.5300293
626;2024;12;12;7.43711;46.95166;568.9;12;2;50;SENSORDATA;1.39;70.49;1.46;72.7;1.33;71.26;1.18;72.45;0;485.2776043;561.5300293
627;2024;12;12;7.43711;46.95166;568.9;12;2;51;SENSORDATA;1.39;70.52;1.43;72.7;1.3;71.25;1.28;72.36;0;485.2776043;561.5300293
628;2024;12;12;7.43711;46.95166;568.8;12;2;52;SENSORDATA;1.39;70.44;1.44;72.67;1.3;71.19;1.25;72.43;0;485.2776043;561.5300293
629;2024;12;12;7.43711;46.95166;568.8;12;2;54;SENSORDATA;1.39;70.39;1.44;72.64;1.29;71.16;1.21;72.39;0;485.2776043;561.5300293
630;2024;12;12;7.43711;46.95166;568.8;12;2;55;SENSORDATA;1.41;70.39;1.44;72.66;1.27;71.17;1.19;72.37;0;485.2776043;561.5300293
631;2024;12;12;7.43711;46.95166;568.7;12;2;56;SENSORDATA;1.39;70.38;1.44;72.65;1.34;71.17;1.19;72.39;0;485.2776043;561.5300293
632;2024;12;12;7.43711;46.95166;568.7;12;2;57;SENSORDATA;1.35;70.29;1.43;72.66;1.3;71.09;1.19;72.36;0;485.2776043;561.5300293
633;2024;12;12;7.43711;46.95167;568.7;12;2;58;SENSORDATA;1.38;70.31;1.46;72.53;1.29;71.06;1.19;72.37;1.111574543;486.3891788;561.5
634;2024;12;12;7.43711;46.95167;568.7;12;3;0;SENSORDATA;1.41;70.27;1.42;72.56;1.33;71.09;1.24;72.3;0;486.3891788;561.5
635;2024;12;12;7.43711;46.95167;568.6;12;3;1;SENSORDATA;1.41;70.26;1.44;72.47;1.32;71.09;1.24;72.3;0;486.3891788;561.5
636;2024;12;12;7.43711;46.95167;568.7;12;3;2;SENSORDATA;1.39;70.23;1.42;72.42;1.27;70.98;1.21;72.2;0;486.3891788;561.5
637;2024;12;12;7.43711;46.95167;568.7;12;3;3;SENSORDATA;1.39;70.19;1.43;72.4;1.3;71.02;1.21;72.25;0;486.3891788;561.5
638;2024;12;12;7.43711;46.95167;568.7;12;3;4;SENSORDATA;1.39;70.14;1.47;72.32;1.26;70.96;1.17;72.14;0;486.3891788;561.5
639;2024;12;12;7.43711;46.95167;568.7;12;3;6;SENSORDATA;1.37;70.13;1.46;72.26;1.26;70.9;1.17;72.14;0;486.3891788;561.5
640;2024;12;12;7.43711;46.95167;568.8;12;3;7;SENSORDATA;1.39;70.1;1.47;72.25;1.27;70.88;1.22;72.2;0;486.3891788;561.5
641;2024;12;12;7.43711;46.95167;568.9;12;3;8;SENSORDATA;1.39;70.01;1.47;72.26;1.24;70.85;1.22;72.09;0;486.3891788;561.5
642;2024;12;12;7.43711;46.95167;568.9;12;3;9;SENSORDATA;1.41;70.05;1.46;72.12;1.26;70.8;1.21;72.13;0;486.3891788;561.5
643;2024;12;12;7.43711;46.95167;569;12;3;11;SENSORDATA;1.39;69.98;1.44;72.16;1.36;70.82;1.24;72.12;0;486.3891788;561.5
644;2024;12;12;7.43712;46.95167;569;12;3;12;SENSORDATA;1.38;69.9;1.44;72.1;1.24;70.78;1.22;72.1;0.761153151;487.150332;561.5
645;2024;12;12;7.43712;46.95167;569.1;12;3;13;SENSORDATA;1.42;69.9;1.43;72.04;1.29;70.77;1.22;72.06;0;487.150332;561.5
646;2024;12;12;7.43712;46.95167;569.1;12;3;14;SENSORDATA;1.34;69.78;1.43;72.01;1.26;70.8;1.17;72.05;0;487.150332;561.5
647;2024;12;12;7.43712;46.95167;569.2;12;3;15;SENSORDATA;1.34;69.82;1.44;72.02;1.29;70.73;1.25;72.07;0;487.150332;561.5
648;2024;12;12;7.43713;46.95167;569.1;12;3;17;SENSORDATA;1.34;69.84;1.47;72;1.24;70.71;1.27;72.12;0.761153151;487.9114851;561.4699707
